********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
2017-05-02     12:00:00        8.09      119.44        8.52      112.05        8.29      115.13        7.74      121.20        7.20      125.42        7.28      123.44        8.16      116.16        7.58      112.07        8.05      107.86
2017-05-02     13:00:00        8.07      117.05        8.10      109.45        8.23      113.95        7.92      119.59        7.44      122.48        7.60      120.18        8.00      115.10        7.22      109.43        7.36      104.31
2017-05-02     14:00:00        8.14      116.89        8.33      110.12        8.39      115.82        7.85      121.07        7.06      121.59        7.48      118.14        7.94      113.42        7.18      107.49        7.40      102.17
2017-05-02     15:00:00        7.81      115.33        8.07      109.14        8.15      114.97        7.67      119.01        6.92      120.04        7.35      116.38        7.51      111.16        6.78      105.76        7.17      101.26
2017-05-02     16:00:00        7.43      117.08        7.93      110.77        8.18      116.49        7.59      120.73        6.87      120.83        6.98      117.00        7.37      111.48        6.58      106.12        6.87      101.11
2017-05-02     17:00:00        7.38      118.00        7.95      112.29        8.13      117.93        7.36      122.37        6.53      122.33        6.93      118.09        7.12      112.06        6.50      107.57        6.88      103.41
2017-05-02     18:00:00        7.53      118.32        7.99      113.18        8.11      119.08        7.46      122.53        6.60      122.91        6.99      118.44        7.06      112.12        6.41      109.05        6.96      105.64
2017-05-02     19:00:00        7.55      119.12        8.13      113.78        8.13      120.28        7.47      123.73        6.61      123.83        6.95      118.42        6.96      112.15        6.55      110.53        7.11      106.52
2017-05-02     20:00:00        7.25      121.77        8.02      115.15        8.00      122.16        7.13      127.26        6.32      128.31        6.65      121.46        6.78      114.29        6.63      113.28        7.29      107.80
2017-05-02     21:00:00        6.99      127.85        7.61      120.18        7.65      128.52        6.65      135.63        5.70      139.17        6.42      128.36        6.73      118.83        6.46      119.03        7.05      112.04
2017-05-02     22:00:00        7.02      137.59        7.74      132.43        7.79      139.74        6.71      147.26        5.61      150.28        6.24      136.94        6.73      124.06        6.62      127.72        7.29      124.06
2017-05-02     23:00:00        6.80      138.71        7.66      134.83        7.59      140.79        6.29      148.71        5.08      154.13        5.83      138.89        6.55      124.23        6.50      128.37        7.30      127.13
2017-05-03     00:00:00        7.02      140.72        7.79      135.57        7.67      138.71        6.38      149.12        5.27      156.22        5.98      141.56        6.71      126.45        6.65      131.60        7.29      130.01
2017-05-03     01:00:00        7.40      141.44        7.99      135.36        7.96      137.33        6.78      148.23        5.76      154.11        6.49      142.39        7.09      128.39        6.89      133.80        7.28      131.69
2017-05-03     02:00:00        7.74      140.26        8.16      134.74        8.24      136.57        7.31      145.53        6.52      148.85        6.99      141.06        7.42      129.52        7.02      133.85        7.26      131.83
2017-05-03     03:00:00        8.14      138.82        8.53      134.14        8.67      136.29        7.80      143.35        7.04      144.64        7.45      139.04        7.76      129.30        7.29      133.06        7.44      131.16
2017-05-03     04:00:00        8.37      138.41        8.80      134.20        8.97      137.49        8.09      143.65        7.06      142.42        7.41      137.08        7.92      127.75        7.59      132.37        7.67      130.50
2017-05-03     05:00:00        8.24      137.99        8.66      133.85        8.88      138.32        8.12      143.87        6.99      141.10        7.02      135.69        7.75      125.85        7.51      130.75        7.57      128.54
2017-05-03     06:00:00        8.08      138.04        8.23      132.00        8.56      137.38        7.94      144.30        7.00      142.57        6.76      137.02        7.52      126.56        7.29      130.27        7.19      125.39
2017-05-03     07:00:00        7.89      138.76        7.86      129.42        8.21      135.69        7.76      145.06        6.96      145.95        6.58      140.65        7.39      129.34        7.02      130.81        6.87      121.51
2017-05-03     08:00:00        7.62      139.58        7.58      128.58        7.85      135.32        7.40      146.29        6.65      148.22        6.33      143.21        7.14      129.86        6.69      130.45        6.63      119.50
2017-05-03     09:00:00        7.32      140.36        7.42      129.16        7.67      136.57        7.08      147.93        6.07      149.56        5.79      143.91        6.63      128.08        6.30      129.24        6.49      118.71
2017-05-03     10:00:00        7.61      139.46        7.74      128.88        8.54      135.20        7.99      144.05        7.17      143.39        6.30      140.35        6.64      125.56        5.89      127.00        6.41      116.78
2017-05-03     11:00:00        7.87      133.77        8.48      125.26        8.82      130.09        7.92      137.36        7.13      138.10        6.92      134.92        7.19      123.83        6.47      124.35        7.11      116.66
2017-05-03     12:00:00        7.81      125.83        8.22      118.51        8.43      123.51        7.81      129.42        7.34      131.60        7.41      127.94        7.15      121.26        6.40      118.80        7.22      111.15
2017-05-03     13:00:00        7.72      120.29        8.36      113.63        8.38      118.86        7.60      124.68        7.02      128.06        7.41      123.86        7.02      119.35        6.31      114.16        7.38      108.05
2017-05-03     14:00:00        7.34      118.23        8.03      112.53        8.06      118.45        7.16      123.40        6.49      126.56        7.02      121.76        6.90      116.36        6.37      111.10        7.33      108.28
2017-05-03     15:00:00        6.78      119.91        7.39      112.38        7.69      119.36        6.81      125.48        6.34      129.59        6.65      124.53        6.42      118.64        5.71      112.88        6.42      108.83
2017-05-03     16:00:00        6.53      122.79        6.93      113.08        7.37      121.82        6.73      130.43        6.42      134.80        6.67      127.21        6.36      121.35        5.24      113.83        5.72      106.09
